time_utc,ghi_wm2,temp_air_c,wind_speed_ms,rel_humidity_pct,pressure_pa,albedo,ts_utc,ts_local,date_local,year_local,month_local,day_local,hour_local
2024-06-27 22:00,0.0,14.89,3.4,60.29,9994.0,-999.0,2024-06-27 22:00:00+00:00,2024-06-28 00:00:00+02:00,2024-06-28,2024,6,28,0
2024-06-27 23:00,0.0,14.49,3.51,61.36,9991.0,-999.0,2024-06-27 23:00:00+00:00,2024-06-28 01:00:00+02:00,2024-06-28,2024,6,28,1
2024-06-28 00:00,0.0,14.15,3.58,62.1,9985.0,-999.0,2024-06-28 00:00:00+00:00,2024-06-28 02:00:00+02:00,2024-06-28,2024,6,28,2
2024-06-28 01:00,0.0,13.85,3.62,62.69,9980.0,-999.0,2024-06-28 01:00:00+00:00,2024-06-28 03:00:00+02:00,2024-06-28,2024,6,28,3
2024-06-28 02:00,0.0,13.53,3.67,63.35,9974.0,-999.0,2024-06-28 02:00:00+00:00,2024-06-28 04:00:00+02:00,2024-06-28,2024,6,28,4
2024-06-28 03:00,0.0,13.18,3.77,64.25,9967.0,-999.0,2024-06-28 03:00:00+00:00,2024-06-28 05:00:00+02:00,2024-06-28,2024,6,28,5
2024-06-28 04:00,0.0,12.92,3.92,64.78,9962.0,-999.0,2024-06-28 04:00:00+00:00,2024-06-28 06:00:00+02:00,2024-06-28,2024,6,28,6
2024-06-28 05:00,0.0,12.73,4.11,65.04,9961.0,-999.0,2024-06-28 05:00:00+00:00,2024-06-28 07:00:00+02:00,2024-06-28,2024,6,28,7
2024-06-28 06:00,0.0,12.6,4.32,65.16,9960.0,-999.0,2024-06-28 06:00:00+00:00,2024-06-28 08:00:00+02:00,2024-06-28,2024,6,28,8
2024-06-28 07:00,61.97,13.54,4.33,65.37,9960.0,0.18,2024-06-28 07:00:00+00:00,2024-06-28 09:00:00+02:00,2024-06-28,2024,6,28,9
2024-06-28 08:00,218.75,16.14,4.29,62.97,9959.0,0.15,2024-06-28 08:00:00+00:00,2024-06-28 10:00:00+02:00,2024-06-28,2024,6,28,10
2024-06-28 09:00,360.17,18.05,4.59,57.7,9957.0,0.14,2024-06-28 09:00:00+00:00,2024-06-28 11:00:00+02:00,2024-06-28,2024,6,28,11
2024-06-28 10:00,460.23,19.52,4.62,57.07,9951.0,0.13,2024-06-28 10:00:00+00:00,2024-06-28 12:00:00+02:00,2024-06-28,2024,6,28,12
2024-06-28 11:00,496.02,21.06,4.49,55.95,9940.0,0.13,2024-06-28 11:00:00+00:00,2024-06-28 13:00:00+02:00,2024-06-28,2024,6,28,13
2024-06-28 12:00,461.25,22.11,4.41,53.77,9929.0,0.13,2024-06-28 12:00:00+00:00,2024-06-28 14:00:00+02:00,2024-06-28,2024,6,28,14
2024-06-28 13:00,377.83,22.37,4.13,54.51,9919.0,0.13,2024-06-28 13:00:00+00:00,2024-06-28 15:00:00+02:00,2024-06-28,2024,6,28,15
2024-06-28 14:00,274.85,22.08,3.61,57.69,9913.0,0.14,2024-06-28 14:00:00+00:00,2024-06-28 16:00:00+02:00,2024-06-28,2024,6,28,16
2024-06-28 15:00,139.15,20.61,3.1,67.76,9907.0,0.15,2024-06-28 15:00:00+00:00,2024-06-28 17:00:00+02:00,2024-06-28,2024,6,28,17
2024-06-28 16:00,20.62,18.22,3.39,66.79,9902.0,0.18,2024-06-28 16:00:00+00:00,2024-06-28 18:00:00+02:00,2024-06-28,2024,6,28,18
2024-06-28 17:00,0.0,17.15,3.46,66.05,9901.0,-999.0,2024-06-28 17:00:00+00:00,2024-06-28 19:00:00+02:00,2024-06-28,2024,6,28,19
2024-06-28 18:00,0.0,16.54,3.44,66.89,9900.0,-999.0,2024-06-28 18:00:00+00:00,2024-06-28 20:00:00+02:00,2024-06-28,2024,6,28,20
2024-06-28 19:00,0.0,15.98,3.38,68.01,9898.0,-999.0,2024-06-28 19:00:00+00:00,2024-06-28 21:00:00+02:00,2024-06-28,2024,6,28,21
2024-06-28 20:00,0.0,15.44,3.35,69.48,9895.0,-999.0,2024-06-28 20:00:00+00:00,2024-06-28 22:00:00+02:00,2024-06-28,2024,6,28,22
2024-06-28 21:00,0.0,14.9,3.48,71.99,9890.0,-999.0,2024-06-28 21:00:00+00:00,2024-06-28 23:00:00+02:00,2024-06-28,2024,6,28,23
