time_utc,ghi_wm2,temp_air_c,wind_speed_ms,rel_humidity_pct,pressure_pa,albedo,ts_utc,ts_local,date_local,year_local,month_local,day_local,hour_local
2024-03-01 22:00,0.0,17.31,2.28,96.42,9903.0,-999.0,2024-03-01 22:00:00+00:00,2024-03-02 00:00:00+02:00,2024-03-02,2024,3,2,0
2024-03-01 23:00,0.0,17.12,2.38,96.94,9903.0,-999.0,2024-03-01 23:00:00+00:00,2024-03-02 01:00:00+02:00,2024-03-02,2024,3,2,1
2024-03-02 00:00,0.0,17.05,2.48,96.53,9899.0,-999.0,2024-03-02 00:00:00+00:00,2024-03-02 02:00:00+02:00,2024-03-02,2024,3,2,2
2024-03-02 01:00,0.0,16.89,2.55,96.84,9896.0,-999.0,2024-03-02 01:00:00+00:00,2024-03-02 03:00:00+02:00,2024-03-02,2024,3,2,3
2024-03-02 02:00,0.0,16.71,2.59,97.6,9894.0,-999.0,2024-03-02 02:00:00+00:00,2024-03-02 04:00:00+02:00,2024-03-02,2024,3,2,4
2024-03-02 03:00,0.0,16.5,2.62,98.75,9895.0,-999.0,2024-03-02 03:00:00+00:00,2024-03-02 05:00:00+02:00,2024-03-02,2024,3,2,5
2024-03-02 04:00,0.0,16.22,2.68,100.0,9900.0,-999.0,2024-03-02 04:00:00+00:00,2024-03-02 06:00:00+02:00,2024-03-02,2024,3,2,6
2024-03-02 05:00,5.35,16.22,2.73,99.39,9908.0,0.22,2024-03-02 05:00:00+00:00,2024-03-02 07:00:00+02:00,2024-03-02,2024,3,2,7
2024-03-02 06:00,139.38,18.05,3.96,88.74,9917.0,0.19,2024-03-02 06:00:00+00:00,2024-03-02 08:00:00+02:00,2024-03-02,2024,3,2,8
2024-03-02 07:00,364.98,19.67,4.82,76.74,9923.0,0.16,2024-03-02 07:00:00+00:00,2024-03-02 09:00:00+02:00,2024-03-02,2024,3,2,9
2024-03-02 08:00,583.33,21.5,5.38,65.57,9927.0,0.15,2024-03-02 08:00:00+00:00,2024-03-02 10:00:00+02:00,2024-03-02,2024,3,2,10
2024-03-02 09:00,764.5,23.12,6.02,57.98,9928.0,0.14,2024-03-02 09:00:00+00:00,2024-03-02 11:00:00+02:00,2024-03-02,2024,3,2,11
2024-03-02 10:00,893.33,24.44,6.79,52.82,9926.0,0.14,2024-03-02 10:00:00+00:00,2024-03-02 12:00:00+02:00,2024-03-02,2024,3,2,12
2024-03-02 11:00,954.38,25.4,7.61,49.81,9922.0,0.14,2024-03-02 11:00:00+00:00,2024-03-02 13:00:00+02:00,2024-03-02,2024,3,2,13
2024-03-02 12:00,951.62,25.86,8.47,48.93,9919.0,0.14,2024-03-02 12:00:00+00:00,2024-03-02 14:00:00+02:00,2024-03-02,2024,3,2,14
2024-03-02 13:00,880.3,25.76,9.3,50.0,9914.0,0.14,2024-03-02 13:00:00+00:00,2024-03-02 15:00:00+02:00,2024-03-02,2024,3,2,15
2024-03-02 14:00,755.15,25.22,9.99,51.95,9910.0,0.16,2024-03-02 14:00:00+00:00,2024-03-02 16:00:00+02:00,2024-03-02,2024,3,2,16
2024-03-02 15:00,570.0,24.17,10.57,54.96,9912.0,0.16,2024-03-02 15:00:00+00:00,2024-03-02 17:00:00+02:00,2024-03-02,2024,3,2,17
2024-03-02 16:00,351.3,22.31,11.24,61.65,9918.0,0.18,2024-03-02 16:00:00+00:00,2024-03-02 18:00:00+02:00,2024-03-02,2024,3,2,18
2024-03-02 17:00,134.43,20.01,11.38,71.91,9923.0,0.21,2024-03-02 17:00:00+00:00,2024-03-02 19:00:00+02:00,2024-03-02,2024,3,2,19
2024-03-02 18:00,0.0,18.58,11.09,79.31,9927.0,-999.0,2024-03-02 18:00:00+00:00,2024-03-02 20:00:00+02:00,2024-03-02,2024,3,2,20
2024-03-02 19:00,0.0,18.08,10.3,81.64,9931.0,-999.0,2024-03-02 19:00:00+00:00,2024-03-02 21:00:00+02:00,2024-03-02,2024,3,2,21
2024-03-02 20:00,0.0,17.96,10.18,81.44,9934.0,-999.0,2024-03-02 20:00:00+00:00,2024-03-02 22:00:00+02:00,2024-03-02,2024,3,2,22
2024-03-02 21:00,0.0,17.65,10.41,82.24,9931.0,-999.0,2024-03-02 21:00:00+00:00,2024-03-02 23:00:00+02:00,2024-03-02,2024,3,2,23
